MANUAL_FORMAT,IS_ETHNIC,CONFIDENCE,NOTES,name,address,category,alternate_categories,brand_name,streetview_url,id,brand_id,website,phone,source_count,latitude,longitude
,,,,The Good Life Grocery,1524 20th St,grocery_store,['supermarket' 'organic_grocery_store'],,"https://www.google.com/maps/@37.7601085,-122.3968255,3a,75y,0h,90t/data=!3m4!1e1!3m2",adb6dc19-fab2-473b-94e3-0ed685fe962a,,https://potrerohillpsychotherapy.com,+14152829204,2,37.7601085,-122.3968255
,,,,Osaka Marketplace,129 Anza St,supermarket,['grocery_store'],,"https://www.google.com/maps/@37.5306,-121.91994,3a,75y,0h,90t/data=!3m4!1e1!3m2",df3727d2-321d-4703-b4d5-6fbcecb45d39,,,,2,37.5306,-121.91994
,,,,99 Cents Only Stores,3684 Sonoma Blvd,convenience_store,['discount_store' 'party_supply' 'retail'],,"https://www.google.com/maps/@38.1248244,-122.2541858,3a,75y,0h,90t/data=!3m4!1e1!3m2",a9415c63-abe1-400d-aa4d-9c77a312a86b,,http://www.99only.com/,7075531083,2,38.1248244,-122.2541858
,,,,Cris Market & Restaurant,2704 De La Vina St,grocery_store,['restaurant' 'supermarket'],,"https://www.google.com/maps/@34.43592,-119.72515,3a,75y,0h,90t/data=!3m4!1e1!3m2",a5d8bf18-d475-4ef0-846e-f83d9f6efcac,,,+18055691591,2,34.43592,-119.72515
,,,,Monterey Marketplace,98 Del Monte Ave,farmers_market,['eat_and_drink' 'grocery_store'],,"https://www.google.com/maps/@36.600792,-121.8944087,3a,75y,0h,90t/data=!3m4!1e1!3m2",d33bb537-6719-48ea-aaed-c45ca0b8f808,,https://www.oldmonterey.org/oldmonterey/farmers-market-old-monterey-marketplace,+18316552607,2,36.600792,-121.8944087
,,,,Selam Market,5534 W Pico Blvd,convenience_store,['butcher_shop' 'delicatessen'],,"https://www.google.com/maps/@34.0492801,-118.359282,3a,75y,0h,90t/data=!3m4!1e1!3m2",880f852c-8c67-4632-b35e-e4b165fa22ce,,http://cartory.com,+13239355567,2,34.0492801,-118.359282
,,,,Ocean Market,304 Ocean St,supermarket,['grocery_store' 'shopping'],,"https://www.google.com/maps/@36.9710847,-122.0172156,3a,75y,0h,90t/data=!3m4!1e1!3m2",f0ddee05-c0a2-407c-9a83-7b41390e64a8,,,+18314255145,2,36.9710847,-122.0172156
,,,,Perfumes y Más LLC,755 N Nellis Blvd,bakery,['eat_and_drink' 'grocery_store'],,"https://www.google.com/maps/@36.1762712,-115.0637251,3a,75y,0h,90t/data=!3m4!1e1!3m2",5b11f2b6-9e36-4f8b-b17d-cae0b34ea0e7,,,+17023787504,2,36.1762712,-115.0637251
,,,,7-11 Str   1535 Foothill Blvd,1535 FOOTHILL BLVD,convenience_store,,7-Eleven,"https://www.google.com/maps/@34.2096793976672,-118.210706868695,3a,75y,0h,90t/data=!3m4!1e1!3m2",866d4a0a-aaee-406e-a4e5-9d39d9701004,Q259340,https://www.7-eleven.com/locations/ca/la-canada-flintridge/1535-foothill-blvd-34765,,2,34.2096793976672,-118.210706868695
,,,,La Mexicana Food Products,4601 Pacific Blvd,mexican_restaurant,['grocery_store' 'food_beverage_service_distribution'],,"https://www.google.com/maps/@34.001679,-118.225518,3a,75y,0h,90t/data=!3m4!1e1!3m2",636a67d7-7b5e-4be1-9bfc-eaae6954540a,,http://www.lamexicanasalsa.com,+13232773660,2,34.001679,-118.225518
,,,,Bobbi's Liquor,2699 1st St,liquor_store,['convenience_store' 'grocery_store'],,"https://www.google.com/maps/@37.3601986,-120.5963903,3a,75y,0h,90t/data=!3m4!1e1!3m2",51622d77-fe43-437b-9306-6e1b6b8df256,,,+12093578888,2,37.3601986,-120.5963903
,,,,Rc Package House,98 Broad St,liquor_store,['grocery_store' 'eat_and_drink'],,"https://www.google.com/maps/@37.7133331,-122.4560116,3a,75y,0h,90t/data=!3m4!1e1!3m2",9d8b8788-f639-4398-b891-5ae5d6a494b6,,,+14158411618,2,37.7133331,-122.4560116
,,,,Chevron,29980 Temecula Pkwy,gas_station,['convenience_store' 'car_wash'],Chevron,"https://www.google.com/maps/@33.4794882,-117.137001,3a,75y,0h,90t/data=!3m4!1e1!3m2",1248b813-617d-47e8-bd25-f283b8ad7ebb,,http://www.chevron.com/,+19512977304,2,33.4794882,-117.137001
,,,,Sinclair Gas Station,3073 Los Feliz Blvd,gas_station,['convenience_store' 'oil_change_station'],Sinclair Oil,"https://www.google.com/maps/@34.124856,-118.2665376,3a,75y,0h,90t/data=!3m4!1e1!3m2",f6f5db35-3968-40b6-841a-f549f6aa0636,,https://www.sinclairoil.com/?utm_source=facebook&utm_medium=yext,+13109915147,2,34.124856,-118.2665376
,,,,On the Go,2501 River Blvd,convenience_store,['grocery_store' 'supermarket'],,"https://www.google.com/maps/@35.3960157,-118.9849731,3a,75y,0h,90t/data=!3m4!1e1!3m2",f72615b4-c9d1-46e0-b7f5-d14315ffc1e2,,,+16614930893,2,35.3960157,-118.9849731
,,,,ampm,1930 Blue Oaks Blvd,convenience_store,,,"https://www.google.com/maps/@38.79241111,-121.3555544,3a,75y,0h,90t/data=!3m4!1e1!3m2",999f1d2c-de50-427d-a018-d98fdd94d531,,https://www.ampm.com/,2799008325,2,38.79241111,-121.3555544
,,,,Rocky Mountain Chocolate Factory,2060 Lake Tahoe Blvd,candy_store,['grocery_store' 'mountain'],,"https://www.google.com/maps/@38.914598,-120.002015,3a,75y,0h,90t/data=!3m4!1e1!3m2",1a7333c2-c062-44ac-8779-d3fc880ffa0b,,http://www.rmcf.com,+15305448288,2,38.914598,-120.002015
,,,,La Economica,"""6 de Enero S/N, Campeche""",convenience_store,['grocery_store' 'bar'],,"https://www.google.com/maps/@32.564997,-114.994401,3a,75y,0h,90t/data=!3m4!1e1!3m2",5ecc66bd-bc48-46af-af5f-f54c3f772cc2,,,+526585174018,2,32.564997,-114.994401
,,,,Panaderia ahualulco,3712 Railroad Ave,bakery,['grocery_store'],,"https://www.google.com/maps/@38.0063339,-121.8936902,3a,75y,0h,90t/data=!3m4!1e1!3m2",68565a98-de6d-48e1-9600-246a994c8138,,,+19252674584,2,38.0063339,-121.8936902
,,,,Mini Liquor & Smoke,,liquor_store,['convenience_store'],,"https://www.google.com/maps/@37.28979,-121.8483,3a,75y,0h,90t/data=!3m4!1e1!3m2",cc28e306-d22b-45b4-aa4f-3130a43fb0bf,,,+14087843400,2,37.28979,-121.8483
,,,,Los Gueros,Avenida de los Aztecas 2,supermarket,['grocery_store' 'tobacco_shop'],,"https://www.google.com/maps/@32.5305934,-116.9362121,3a,75y,0h,90t/data=!3m4!1e1!3m2",8d931470-3e19-4c0c-893f-bc70ee43e294,,,+526646231644,2,32.5305934,-116.9362121
,,,,Dollar Tree,13354 Main St,convenience_store,['discount_store' 'retail'],,"https://www.google.com/maps/@34.4280336,-117.3724816,3a,75y,0h,90t/data=!3m4!1e1!3m2",413c0311-747d-46bb-9a59-d5de10cd657a,,http://www.dollartree.com/locations/ca/hesperia/7008/,7609980014,2,34.4280336,-117.3724816
,,,,Liquor Outlet,9620 Las Vegas Blvd S,liquor_store,['convenience_store' 'grocery_store'],,"https://www.google.com/maps/@36.0152431,-115.171925,3a,75y,0h,90t/data=!3m4!1e1!3m2",a9d667b3-20ae-474f-b762-93a11914c62f,,http://lvliquoroutlet.com,+17022120990,2,36.0152431,-115.171925
,,,,Slo Asian Market,1255 Monterey St,grocery_store,['supermarket' 'shopping'],,"https://www.google.com/maps/@35.2839071,-120.6572024,3a,75y,0h,90t/data=!3m4!1e1!3m2",e81e879f-c4ef-4eb8-bf68-0789a60b3638,,,+18055448599,2,35.2839071,-120.6572024
,,,,Rae's Centre City Market,1440 4th Ave,health_food_store,['grocery_store' 'convenience_store'],,"https://www.google.com/maps/@32.7205612,-117.1613048,3a,75y,0h,90t/data=!3m4!1e1!3m2",7af244e7-f082-46c2-ba6d-97e32b45d1ea,,,+16194310803,2,32.7205612,-117.1613048
,,,,Central Fish Market,5407 S Central Ave,fishmonger,['grocery_store' 'seafood_restaurant'],,"https://www.google.com/maps/@33.9933111,-118.2568644,3a,75y,0h,90t/data=!3m4!1e1!3m2",2d81dee1-2ca1-425a-863a-921fab684a41,,,+13232317578,2,33.9933111,-118.2568644
,,,,G and D Liquor 2,671 S Beach Blvd,convenience_store,['liquor_store' 'grocery_store'],,"https://www.google.com/maps/@33.9247797,-117.9687347,3a,75y,0h,90t/data=!3m4!1e1!3m2",01ca5062-aabb-46e0-b357-067d26d8399e,,http://Instagram.com/GDLIQUOR2,+15622457207,2,33.9247797,-117.9687347
,,,,Distribuidora De Guasave Oficial,Calle Gardenias 161,grocery_store,,,"https://www.google.com/maps/@32.56588,-115.40547,3a,75y,0h,90t/data=!3m4!1e1!3m2",f281cc6c-cd0c-400d-b3e6-a4bb368c94d7,,,+526862596653,2,32.56588,-115.40547
,,,,Los Portales Meat Market,1208 W 5th St,butcher_shop,['meat_wholesaler' 'grocery_store'],,"https://www.google.com/maps/@34.1086277,-117.3119349,3a,75y,0h,90t/data=!3m4!1e1!3m2",8e026e3b-eb3e-4f96-8458-db5a979ab724,,,+19093810145,2,34.1086277,-117.3119349
,,,,MyGoods Market,2950 Auto Mall Pkwy,grocery_store,['supermarket' 'convenience_store'],,"https://www.google.com/maps/@37.5132219,-121.9416786,3a,75y,0h,90t/data=!3m4!1e1!3m2",0240e978-c70a-48e4-ad6d-74ec70b4a631,,http://www.mygoodsmarket.com/contact,+15102708474,2,37.5132219,-121.9416786
,,,,Minimarket Miranda's,Avenida Casa Grande 1878,grocery_store,['convenience_store' 'supermarket'],,"https://www.google.com/maps/@32.5914813,-115.4928539,3a,75y,0h,90t/data=!3m4!1e1!3m2",d087d83c-a586-4718-8abc-62b270839954,,,+526861711643,2,32.5914813,-115.4928539
,,,,7-11 Str   530 N. Diamond Bar,530 N. DIAMOND BAR,convenience_store,,7-Eleven,"https://www.google.com/maps/@34.0294379380218,-117.809684872627,3a,75y,0h,90t/data=!3m4!1e1!3m2",7a7667fe-14c0-4740-92b2-2c0beee06b90,Q259340,https://www.7-eleven.com/locations/ca/diamond-bar/530-n.-diamond-bar-13993,,2,34.0294379380218,-117.809684872627
,,,,Seasonal Palace,811 E Bridger Ave,convenience_store,,,"https://www.google.com/maps/@36.165797,-115.138024,3a,75y,0h,90t/data=!3m4!1e1!3m2",e92ea618-5f3f-4e8f-95be-aeaccd788b02,,http://www.seasonalpalace.com/,+17022388570,2,36.165797,-115.138024
,,,,Toogino's,Boulevard Industrial 17,pizza_restaurant,['grocery_store' 'supermarket'],,"https://www.google.com/maps/@32.53715,-116.9304796,3a,75y,0h,90t/data=!3m4!1e1!3m2",66e03623-4a52-426c-abad-4d4ccb8a1c77,,,+526646233031,2,32.53715,-116.9304796
,,,,7-11 Str   1380 Pear Avenue,1380 PEAR AVENUE,convenience_store,,7-Eleven,"https://www.google.com/maps/@37.415994,-122.0771611,3a,75y,0h,90t/data=!3m4!1e1!3m2",66d60e33-419a-49a9-b8aa-d1b43e758590,Q259340,https://www.7-eleven.com/locations/ca/mountain-view/1380-pear-avenue-33660,,2,37.415994,-122.0771611
,,,,Sun Market & Liquor,123 E 11th St,liquor_store,['grocery_store' 'eat_and_drink'],,"https://www.google.com/maps/@33.7756203,-117.2285949,3a,75y,0h,90t/data=!3m4!1e1!3m2",6268850d-dde3-4ae0-a553-c24692b81594,,http://sunmarketliquor.placeweb.site/,+19519431827,2,33.7756203,-117.2285949
,,,,RK Party Store,4359 Capital Ave SW,liquor_store,['convenience_store'],,"https://www.google.com/maps/@34.0902121,-118.3548821,3a,75y,0h,90t/data=!3m4!1e1!3m2",efef03b0-5d35-4ce1-90a0-3134231803f7,,,+12692821640,2,34.0902121,-118.3548821
,,,,Primavera Guatemalteca,4421 Foothill Blvd,grocery_store,['supermarket' 'convenience_store'],,"https://www.google.com/maps/@37.7743887,-122.2115055,3a,75y,0h,90t/data=!3m4!1e1!3m2",166df912-9461-4d95-889b-f141b2c0c809,,,+15103281040,2,37.7743887,-122.2115055
,,,,Mullens Market & Liquor,3011 Imperial Ave,convenience_store,['grocery_store' 'supermarket'],,"https://www.google.com/maps/@32.7063257,-117.129242,3a,75y,0h,90t/data=!3m4!1e1!3m2",24880583-e5c5-456a-88a5-7eb3e36234c3,,,+16192398344,2,32.7063257,-117.129242
,,,,Tesoro,201 W Main St,convenience_store,,,"https://www.google.com/maps/@32.97889980323845,-115.54397275937104,3a,75y,0h,90t/data=!3m4!1e1!3m2",79fde47c-74c2-43ba-81d5-e4bc07cfc5d4,,http://tsocorp.com,(760) 344-2692,2,32.97889980323845,-115.54397275937104
,,,,Rite Aid,456 S Madera Ave,convenience_store,['pharmacy' 'drugstore' 'retail'],,"https://www.google.com/maps/@36.7285679,-120.0601535,3a,75y,0h,90t/data=!3m4!1e1!3m2",e0325440-cac2-48f2-8317-2518a999e400,,,5598467115,2,36.7285679,-120.0601535
,,,,Hye Market,2012 W Bullard Ave,grocery_store,['supermarket' 'eat_and_drink'],,"https://www.google.com/maps/@36.8234558,-119.8266576,3a,75y,0h,90t/data=!3m4!1e1!3m2",ecedb8ae-cbe3-42c8-86f5-97ba448ecb21,,,+15594489791,2,36.8234558,-119.8266576
,,,,RH Reclutamiento Mercado 2001,Calle Río Sinaloa 698,supermarket,,,"https://www.google.com/maps/@32.65509,-115.43754,3a,75y,0h,90t/data=!3m4!1e1!3m2",8d8167c6-c5b8-48ab-807c-106d57828c20,,,+526863568292,2,32.65509,-115.43754
,,,,Family Dollar,1281 N Santa Fe Ave,discount_store,['retail' 'grocery_store'],Family Dollar,"https://www.google.com/maps/@33.2171503,-117.2445497,3a,75y,0h,90t/data=!3m4!1e1!3m2",b43b4f7b-ae06-4950-8f71-8c8c6b5d7cc7,,https://locations.familydollar.com/ca/vista/1281-n-santa-fe-avenue,+14422245077,2,33.2171503,-117.2445497
,,,,ExtraMile,8801 Foothill Blvd,convenience_store,,ExtraMile,"https://www.google.com/maps/@34.1060875,-117.61345,3a,75y,0h,90t/data=!3m4!1e1!3m2",a52cf008-658a-4fa4-bbf5-11db64eb2958,,https://www.chevronextramile.com/station-finder/8801-foothill-blvd-rancho-cucamonga-ca-91730-id209520,+19099444175,2,34.1060875,-117.61345
,,,,Sciambra Vineyards Napa Valley,3367 Atlas Peak Rd,winery,['grocery_store'],,"https://www.google.com/maps/@38.3997259,-122.2449565,3a,75y,0h,90t/data=!3m4!1e1!3m2",55c7490d-4794-49d8-be99-0581ef5f5203,,,+17072081478,2,38.3997259,-122.2449565
,,,,Bcp Str    7009 Aliante Pkwy,7009 ALIANTE PKWY,convenience_store,,7-Eleven,"https://www.google.com/maps/@36.2876757,-115.1795772,3a,75y,0h,90t/data=!3m4!1e1!3m2",8ae40851-8415-4444-873d-0a59be399c21,Q259340,https://www.7-eleven.com/locations/nv/north-las-vegas/7009-aliante-blvd-39607,,2,36.2876757,-115.1795772
,,,,Shell,5321 Stockdale Hwy,gas_station,['convenience_store' 'energy_company'],Shell,"https://www.google.com/maps/@35.3540355,-119.0607099,3a,75y,0h,90t/data=!3m4!1e1!3m2",4ed36480-7d9f-4823-a83b-416c850c2640,,https://find.shell.com/us/fuel/10006171-5321-stockdale-hwy,+16618321399,2,35.3540355,-119.0607099
,,,,Marhaba Halal Market and Restaurant,8460 Elk Grove Blvd,grocery_store,['restaurant' 'butcher_shop'],,"https://www.google.com/maps/@38.4086643,-121.3914228,3a,75y,0h,90t/data=!3m4!1e1!3m2",bb2c8531-b718-4c31-a5f4-ff1e51fde19f,,,+12793337837,2,38.4086643,-121.3914228
,,,,Shell,515 N Magnolia Ave,gas_station,['convenience_store' 'energy_company'],Shell,"https://www.google.com/maps/@32.8011418,-116.9621245,3a,75y,0h,90t/data=!3m4!1e1!3m2",5ce91b07-b2a2-4618-811a-11a30acbceb9,,https://find.shell.com/us/fuel/10006158-515-n-magnolia-ave,+16194402957,2,32.8011418,-116.9621245
,,,,Upper Lake Grocery,160 E CA-20,grocery_store,['supermarket'],,"https://www.google.com/maps/@39.1624167,-122.9116091,3a,75y,0h,90t/data=!3m4!1e1!3m2",43a0f30b-6226-43bb-ad71-faf16b2f0a03,,,+17072754018,2,39.1624167,-122.9116091
,,,,Chevron,35555 Ghost Town Rd,gas_station,['convenience_store'],Chevron,"https://www.google.com/maps/@34.9040649,-116.8865462,3a,75y,0h,90t/data=!3m4!1e1!3m2",4691026c-eea8-4347-bdef-13858785fb48,,https://www.chevronwithtechron.com/en_us/home/find-a-station.html?/station/35555-GHOST-TOWN-ROAD-YERMO-CA-92398-0000-id378246,+17602543959,2,34.9040649,-116.8865462
,,,,Grocery Discount Center,7065 El Camino Real,grocery_store,['supermarket' 'discount_store'],,"https://www.google.com/maps/@35.486507,-120.6632498,3a,75y,0h,90t/data=!3m4!1e1!3m2",0856c34f-ba13-4218-ae22-8d7ad0d3a572,,,+18054609341,2,35.486507,-120.6632498
,,,,Rite Aid,8027 N Cedar Ave,convenience_store,,,"https://www.google.com/maps/@36.8526,-119.757,3a,75y,0h,90t/data=!3m4!1e1!3m2",a6f249c5-f6d8-4bed-8a9b-9131e9028dbe,,https://www.riteaid.com/store-details?storeNumber=6378,5594311002,2,36.8526,-119.757
,,,,69helliop,100 S Grand Ave,grocery_store,,,"https://www.google.com/maps/@34.05535,-118.24879,3a,75y,0h,90t/data=!3m4!1e1!3m2",8301a45c-ec07-4dae-a32c-758c2007561f,,,+16463734661,2,34.05535,-118.24879
,,,,R Choice Market,959 E 4th St,convenience_store,['grocery_store' 'supermarket'],,"https://www.google.com/maps/@34.0781014,-117.6347347,3a,75y,0h,90t/data=!3m4!1e1!3m2",aeb44b07-29c1-4f5d-bf14-d6588879da64,,,+19094671996,2,34.0781014,-117.6347347
,,,,"Redondo Beach, Ca.",,beach,['shopping' 'grocery_store'],,"https://www.google.com/maps/@33.8124269,-118.2881717,3a,75y,0h,90t/data=!3m4!1e1!3m2",a73e29f5-19c3-4706-827b-ec308eb3cfb4,,,,2,33.8124269,-118.2881717
,,,,Lucy's Market,1576 Industrial Blvd,grocery_store,['supermarket' 'eat_and_drink'],,"https://www.google.com/maps/@32.5989339,-117.0844059,3a,75y,0h,90t/data=!3m4!1e1!3m2",0bbb87af-273f-46d1-8ffa-01a6134bdc8f,,,+16194230177,2,32.5989339,-117.0844059
,,,,Hearthy Foods,2043 Imperial St,health_food_store,['grocery_store' 'organic_grocery_store'],,"https://www.google.com/maps/@34.0201353,-118.2317385,3a,75y,0h,90t/data=!3m4!1e1!3m2",a81916fe-42cd-498a-a113-4a9caf7e188e,,https://www.hearthyfoods.com/,+12133725093,2,34.0201353,-118.2317385
,,,,7-Eleven,1621 N Placentia Ave,convenience_store,['grocery_store' 'supermarket'],7-Eleven,"https://www.google.com/maps/@33.8871278,-117.8754979,3a,75y,0h,90t/data=!3m4!1e1!3m2",bfa87b39-dc8f-432b-a57e-1a9d08fd1b35,,https://www.7-eleven.com/locations/ca/fullerton/1621-n.-placentia-19988,+17149939251,2,33.8871278,-117.8754979
,,,,Shell,1305 Front St,gas_station,['convenience_store' 'energy_company'],Shell,"https://www.google.com/maps/@36.4172167,-121.3212252,3a,75y,0h,90t/data=!3m4!1e1!3m2",7e216b0c-478f-4175-9998-d38f433ff6b6,,https://find.shell.com/us/fuel/10008362-1305-s-front-st,+18316782225,2,36.4172167,-121.3212252
,,,,76,1137 W Lathrop Rd,gas_station,['convenience_store'],76,"https://www.google.com/maps/@37.8267139,-121.2344769,3a,75y,0h,90t/data=!3m4!1e1!3m2",54701e82-126f-4480-9b70-81eb472eaaa9,,https://www.76.com/,+12098242760,2,37.8267139,-121.2344769
,,,,Carniceria La Barata,1110 Dover Pl,grocery_store,['butcher_shop' 'liquor_store'],,"https://www.google.com/maps/@35.769798,-119.252556,3a,75y,0h,90t/data=!3m4!1e1!3m2",ea59edd0-7922-466a-b0dd-dea961bb1dfc,,,+16617259206,2,35.769798,-119.252556
,,,,My Goods Market,3031 P St,gas_station,['convenience_store' 'eat_and_drink'],,"https://www.google.com/maps/@38.5665855,-121.4684336,3a,75y,0h,90t/data=!3m4!1e1!3m2",171b87c0-e2e5-43c6-a104-2951f9740499,,http://76.com,+19164552814,2,38.5665855,-121.4684336
,,,,El Rancho Market,1468 W Temple St,supermarket,['grocery_store' 'convenience_store'],,"https://www.google.com/maps/@34.0676589,-118.2589255,3a,75y,0h,90t/data=!3m4!1e1!3m2",c174e944-48ff-4b03-9a71-0146af00a4e8,,http://elranchomarket.com,+12132507998,2,34.0676589,-118.2589255
,,,,Planta de Agua La Gota Feliz,"Valle Verde, C. Bahia de Los Angeles &",supermarket,['grocery_store' 'convenience_store'],,"https://www.google.com/maps/@32.6478337,-115.5150878,3a,75y,0h,90t/data=!3m4!1e1!3m2",8cfde65b-032f-4307-af00-33fe126e6a67,,,,2,32.6478337,-115.5150878
,,,,Alta Mart,295 N Waterman Ave,gas_station,['convenience_store' 'oil_change_station'],,"https://www.google.com/maps/@34.1042434,-117.2784454,3a,75y,0h,90t/data=!3m4!1e1!3m2",f7045fa8-cb83-45a8-b8a2-8c88af678487,,,+19097499426,2,34.1042434,-117.2784454
,,,,Grocery Outlet,414 Grass Valley Hwy,grocery_store,['discount_store' 'supermarket'],Grocery Outlet,"https://www.google.com/maps/@38.9048089,-121.0752855,3a,75y,0h,90t/data=!3m4!1e1!3m2",8949dc17-d6f5-4478-bc03-6f8484e4f106,,https://groceryoutlet.com/circulars/storeid/87,+15308850250,2,38.9048089,-121.0752855
,,,,Safeway,2720 41st Ave,grocery_store,['supermarket' 'retail'],Safeway,"https://www.google.com/maps/@36.9863154,-121.9636308,3a,75y,0h,90t/data=!3m4!1e1!3m2",eb9530ef-6b02-45d0-a16e-231e76319cdf,,https://local.safeway.com/safeway/ca/soquel/2720-41st-ave.html,+18314777212,2,36.9863154,-121.9636308
,,,,HK2 Food District,987 S Glendora Ave,eat_and_drink,['asian_restaurant' 'supermarket'],,"https://www.google.com/maps/@34.0586396,-117.9369373,3a,75y,0h,90t/data=!3m4!1e1!3m2",5aea8eed-e5d4-41b6-b109-2345eda40f35,,http://www.hk2-district.com/,+16263379098,2,34.0586396,-117.9369373
,,,,Gallego Horto Frut | Mexicali,"Carretera San Luis Km. 20.5, Ejido Cuernavaca",fruits_and_vegetables,['grocery_store' 'supermarket'],,"https://www.google.com/maps/@32.6567445,-115.4873174,3a,75y,0h,90t/data=!3m4!1e1!3m2",fe3c7048-8d25-4d48-a1dc-0704d5ff0458,,http://www.gallegohortofrut.com/,,2,32.6567445,-115.4873174
,,,,La Perla Market,7681 Santa Fe Ave,grocery_store,['supermarket' 'shopping'],,"https://www.google.com/maps/@33.9696471,-118.2304218,3a,75y,0h,90t/data=!3m4!1e1!3m2",e3fdddb0-6c7c-4c64-864a-8ba2b6c9dcd5,,,+13235882050,2,33.9696471,-118.2304218
,,,,Gerry's General Store,6627 California Ave,discount_store,['shopping' 'convenience_store'],,"https://www.google.com/maps/@33.97715,-118.202716,3a,75y,0h,90t/data=!3m4!1e1!3m2",5b4102f5-113d-49ac-a879-05c7f1bb1f4d,,,+13234752564,2,33.97715,-118.202716
,,,,Hawaii Supermarket,120 E Valley Blvd,supermarket,['grocery_store' 'shopping'],,"https://www.google.com/maps/@34.0792762,-118.0989782,3a,75y,0h,90t/data=!3m4!1e1!3m2",8a71de6c-b466-41e7-9945-b8f398ee79b2,,http://www.hawaii-supermarket.com,+16263070062,2,34.0792762,-118.0989782
,,,,7-Eleven,2484 F St,convenience_store,['grocery_store' 'supermarket'],7-Eleven,"https://www.google.com/maps/@32.7138756,-117.1406846,3a,75y,0h,90t/data=!3m4!1e1!3m2",2c03dfc2-8738-47c4-9404-04e28a032d6f,,http://www.7-eleven.com/,+16192378836,2,32.7138756,-117.1406846
,,,,Leggett Valley,67678 Drive Thru Tree Rd,specialty_grocery_store,['grocery_store' 'eat_and_drink'],,"https://www.google.com/maps/@39.8653762,-123.7151121,3a,75y,0h,90t/data=!3m4!1e1!3m2",f69879f3-889e-4a0a-bf50-e08d6c604ada,,,+17079256033,2,39.8653762,-123.7151121
,,,,Producers Dairy Foods,14940 Camage Ave,grocery_store,['food_beverage_service_distribution' 'restaurant'],,"https://www.google.com/maps/@37.9621,-120.3189,3a,75y,0h,90t/data=!3m4!1e1!3m2",69990a67-a7f9-4e1e-9dbd-f2491ea50564,,,+12095324907,2,37.9621,-120.3189
,,,,Todo Discount,26035 Base Line St,event_photography,['professional_services' 'convenience_store'],,"https://www.google.com/maps/@34.120847,-117.236659,3a,75y,0h,90t/data=!3m4!1e1!3m2",4f6802cb-eacd-4bea-993d-8436d9ed317c,,,+19098644059,2,34.120847,-117.236659
,,,,El Cielo Mini Market,10722 S San Pedro St,convenience_store,['grocery_store'],,"https://www.google.com/maps/@33.9385759,-118.2694425,3a,75y,0h,90t/data=!3m4!1e1!3m2",1a868b98-569a-4711-807d-10ffac46c59f,,,+13237793299,2,33.9385759,-118.2694425
,,,,Soriana Industrial 383,Boulevard Industrial 20,supermarket,['grocery_store' 'shopping'],Soriana,"https://www.google.com/maps/@32.5362516,-116.9309925,3a,75y,0h,90t/data=!3m4!1e1!3m2",d3ad83d1-0429-4758-8ccb-6aa89676d485,,http://www.soriana.com/,+526646074219,2,32.5362516,-116.9309925
,,,,OXXO,Callejón Sonora 399,convenience_store,['grocery_store' 'shopping'],OXXO,"https://www.google.com/maps/@32.643958,-115.4864287,3a,75y,0h,90t/data=!3m4!1e1!3m2",0f4f74b8-7d43-4c4e-9aec-c65e0ad29311,,https://www.oxxo.com/,+525583202020,2,32.643958,-115.4864287
,,,,Abarrotes La Tiendita,Avenida Río Sena 2600,grocery_store,['supermarket' 'convenience_store'],,"https://www.google.com/maps/@32.6179782,-115.5161698,3a,75y,0h,90t/data=!3m4!1e1!3m2",d47871d2-64c6-4a1c-93f7-b0b71fda2623,,,+526865559525,2,32.6179782,-115.5161698
,,,,Korea Plaza,9580 Garden Grove Blvd,shopping_center,['public_plaza' 'grocery_store'],,"https://www.google.com/maps/@33.7732247,-117.9655383,3a,75y,0h,90t/data=!3m4!1e1!3m2",adb6221d-867d-4a0e-b341-46ead4b50b56,,https://local.yahoo.com/info-152921169-korea-plaza-garden-grove,+17145392702,2,33.7732247,-117.9655383
,,,,Quetzal Express 3,411 N Main Ave,grocery_store,['convenience_store' 'shopping'],,"https://www.google.com/maps/@33.3849698,-117.2512148,3a,75y,0h,90t/data=!3m4!1e1!3m2",28111fc6-7d60-4fb5-86c4-f194dcb20829,,,+14422629030,2,33.3849698,-117.2512148
,,,,7-Eleven,1248 Boulevard Way,convenience_store,['grocery_store' 'supermarket'],7-Eleven,"https://www.google.com/maps/@37.8936968,-122.0759244,3a,75y,0h,90t/data=!3m4!1e1!3m2",f9bc476a-919b-4273-9067-69404c1a6504,,https://www.7-eleven.com/locations/ca/walnut-creek/1248-boulevard-way-16990,+19259391878,2,37.8936968,-122.0759244
,,,,Fireworks Store,,firework_retailer,['convenience_store' 'liquor_store'],,"https://www.google.com/maps/@36.4999018,-114.7598868,3a,75y,0h,90t/data=!3m4!1e1!3m2",8d2e6eb1-3abe-46f4-a433-f1aa11bb2081,,https://www.fireworks.com/locations/by-state/tx,,2,36.4999018,-114.7598868
,,,,7-Eleven,20103 Saticoy St,convenience_store,['grocery_store' 'supermarket'],7-Eleven,"https://www.google.com/maps/@34.2088061,-118.5712945,3a,75y,0h,90t/data=!3m4!1e1!3m2",fb67b8a1-0a8b-49cf-ad94-9073383d0654,,https://www.7-eleven.com/locations/ca/canoga-park/20103-west-saticoy-26640,+18188822655,2,34.2088061,-118.5712945
